step,train_working_memory_error,val_working_memory_error,val_reference_memory_error,val_tot_error,learning rate,train_reference_memory_error,loss,train_tot_error
87,0.000460327,0.001303911,0.897142231,0.247161865,0.0000565,0.2451809048652649,0.19902959023602307,0.066711426
88,0.000504494,0.001092672,0.897247314,0.246490479,0.000056,0.23343360424041748,0.19108950323425233,0.064331055
89,0.000378132,0.001470983,0.9000445604324341,0.247558594,0.0000555,0.2487451434135437,0.20046543900389224,0.068328857
90,0.00054574,0.001132488,0.9016466736793518,0.246459961,0.000055,0.23692446947097778,0.19223683036398143,0.065093994
91,0.000628829,0.001049817,0.8942490220069885,0.245147705,0.0000545,0.2234066128730774,0.18304872640874237,0.061218262
92,0.000837147,0.001220405,0.8956135511398315,0.247009277,0.000054,0.22978150844573975,0.18706883338745683,0.062866211
93,0.000501335,0.001476049,0.8941033482551575,0.248168945,0.0000535,0.22212159633636475,0.17696902551688254,0.060241699
94,0.000629008,0.001599967,0.8980814218521118,0.248291016,0.000053,0.22811347246170044,0.18442251672968268,0.062561035
95,0.000589728,0.001598775,0.8987777829170227,0.248016357,0.0000525,0.21001332998275757,0.1731829026248306,0.058288574
96,0.000504315,0.001427352,0.8999664783477783,0.246765137,0.000052,0.20907163619995117,0.17289763712324202,0.057617188
97,0.000671506,0.001341999,0.8955508470535278,0.244842529,0.0000515,0.21118569374084473,0.17004726704908535,0.058105469
98,0.000422955,0.001266837,0.8966541886329651,0.249542236,0.000051,0.2091187834739685,0.1768012495012954,0.058532715
99,0.000461817,0.001002491,0.9045083522796631,0.244415283,0.0000505,0.1945251226425171,0.16020504594780505,0.053466797
100,0.000672042,0.001348376,0.8923196196556091,0.247039795,0.00005,0.19908493757247925,0.15987494157161564,0.054931641
101,0.000548959,0.001008928,0.9014476537704468,0.247772217,0.0000495,0.19667619466781616,0.16149308532476425,0.054931641
102,0.00075388,0.00160557,0.9024283289909363,0.251800537,0.000049,0.19723379611968994,0.15914700494613498,0.054077148
103,0.000420928,0.001508832,0.898978591,0.245513916,0.0000485,0.19516253471374512,0.16272594290785491,0.053985596
104,0.000755668,0.001765609,0.9001113772392273,0.247955322,0.000048,0.18475466966629028,0.15240117342909798,0.050994873
105,0.000461221,0.002140343,0.9022371172904968,0.247711182,0.0000475,0.18497759103775024,0.14976470568217337,0.050689697
106,0.000419557,0.001219213,0.8995881080627441,0.247497559,0.000047,0.1841280460357666,0.14998275751713663,0.050506592
107,0.000378847,0.00154835,0.8964157104492188,0.243835449,0.0000465,0.17218029499053955,0.14545857830671594,0.047607422
108,0.000628769,0.001474202,0.896410346,0.24798584,0.000046,0.17396187782287598,0.14127574732992798,0.04776001
109,0.000377655,0.001341045,0.8964626789093018,0.244598389,0.0000455,0.1811772584915161,0.1475267690839246,0.049682617
110,0.000461459,0.002019823,0.8980339765548706,0.248199463,0.000045,0.1692049503326416,0.13973295880714431,0.046447754
111,0.000378609,0.001640558,0.9051800966262817,0.249694824,0.0000445,0.171095073,0.14111759228399023,0.047241211
112,0.000502467,0.001347899,0.8988701701164246,0.248626709,0.000044,0.16953730583190918,0.13889619760448113,0.046325684
113,0.000292122,0.001767516,0.8949589133262634,0.247253418,0.0000435,0.16168957948684692,0.1316086141159758,0.043670654
114,0.000634074,0.001382947,0.9025266766548157,0.246276855,0.000043,0.16266053915023804,0.1384565446060151,0.045684814
115,0.000461936,0.001384676,0.8997313976287842,0.246368408,0.0000425,0.16603392362594604,0.13694585132179782,0.045715332
116,0.000336647,0.001303732,0.8971078991889954,0.247070313,0.000042,0.15824538469314575,0.13262784719699994,0.043731689
117,0.000378609,0.001763165,0.8919190764427185,0.244812012,0.0000415,0.160164475,0.1296748718013987,0.044250488
118,0.000252843,0.001471937,0.9011123180389404,0.248291016,0.000041,0.16176146268844604,0.1316488563315943,0.044799805
119,0.000460744,0.001472652,0.8974558115005493,0.247589111,0.0000405,0.1541488766670227,0.12456728203687817,0.042175293
120,0.000586629,0.001717865,0.8945062160491943,0.244232178,0.00004,0.15554803609848022,0.13084950693883002,0.042694092
121,0.000463009,0.001476526,0.9040158987045288,0.25112915,0.0000395,0.1477411389350891,0.12353748438181356,0.04095459
122,0.000589848,0.001427233,0.9044158458709717,0.247924805,0.000039,0.14725422859191895,0.12379449402214959,0.041015625
123,0.000419617,0.001885593,0.893182099,0.244049072,0.0000385,0.1444556713104248,0.1204503308981657,0.039703369
124,0.000295281,0.001179814,0.896734893,0.24810791,0.000038,0.1447020173072815,0.11989155365154147,0.040222168
125,0.000250459,0.001382351,0.8960089683532715,0.244232178,0.0000375,0.14389467239379883,0.1152549849357456,0.038879395
126,0.000422478,0.001222551,0.8980990052223206,0.24887085,0.000037,0.14125537872314453,0.11847716756165028,0.039520264
127,0.000293314,0.000922203,0.901245654,0.245758057,0.0000365,0.13980668783187866,0.11254032922443002,0.03817749
128,0.000504255,0.001096308,0.9014582633972168,0.249816895,0.000036,0.13568955659866333,0.11007761489599943,0.037506104
129,0.000460744,0.001046181,0.8984330892562866,0.243988037,0.0000355,0.13301098346710205,0.1085112895234488,0.036437988
130,0.000379622,0.001387239,0.9005457162857056,0.247772217,0.000035,0.13467270135879517,0.11457445961423218,0.037506104
131,0.000209272,0.001092315,0.8951478004455566,0.245697021,0.0000345,0.13336336612701416,0.10970199611620046,0.0362854
132,0.000379205,0.000881553,0.8997541666030884,0.246337891,0.000034,0.12672936916351318,0.10434005572460592,0.035217285
133,0.000420332,0.001467168,0.9054084420204163,0.247314453,0.0000335,0.13412052392959595,0.11209094210062176,0.03704834
134,0.000251651,0.001088321,0.9045956134796143,0.245880127,0.000033,0.13655203580856323,0.11010236357105896,0.037384033
135,0.000208616,0.001504064,0.8999207615852356,0.243682861,0.0000325,0.13417404890060425,0.10920756589621305,0.036193848
136,0.000549257,0.001258016,0.8992265462875366,0.245727539,0.000032,0.1319635510444641,0.10825660132104531,0.03704834
137,0.000378549,0.001010954,0.8999778628349304,0.248687744,0.0000315,0.11866104602813721,0.09972157,0.032836914
138,0.000209987,0.000756443,0.8983617424964905,0.246551514,0.000031,0.13038623332977295,0.10770778177538887,0.035797119
139,0.000419319,0.000923276,0.895637572,0.245025635,0.0000305,0.11918377876281738,0.098973441,0.032745361
140,0.00050354,0.001141906,0.898290217,0.250946045,0.00003,0.12140542268753052,0.10144258313812315,0.033477783
141,0.000416696,0.001175523,0.8966480493545532,0.245758057,0.0000295,0.12073880434036255,0.099775821,0.032623291
142,0.000379503,0.000882089,0.897667646,0.246124268,0.000029,0.11378699541091919,0.0984043,0.031707764
143,0.000167489,0.000971258,0.8961039185523987,0.249176025,2.85E-05,0.11251121759414673,0.093560514,0.030639648
144,0.000335991,0.001382172,0.8958731889724731,0.244140625,0.000028,0.12300479412078857,0.10164758123573847,0.033874512
145,0.000377774,0.001010299,0.8919338583946228,0.246063232,0.0000275,0.11234068870544434,0.095643724,0.030944824
146,0.000334382,0.001133442,0.8939309120178223,0.244903564,0.000027,0.11281931400299072,0.092816034,0.030700684
147,0.000293732,0.001215994,0.8901345133781433,0.24319458,0.0000265,0.10579288005828857,0.089967142,0.029083252
148,0.000335097,0.001132846,0.8973584175109863,0.245483398,0.000026,0.11074882745742798,0.094631195,0.030303955
149,0.000420511,0.001220584,0.9048623442649841,0.249633789,0.0000255,0.11434930562973022,0.093534185,0.031677246
150,0.000209391,0.000838339,0.8999999761581421,0.245330811,0.000025,0.10705840587615967,0.087285641,0.029174805
151,0.000167608,0.001090944,0.8952551484107971,0.244934082,0.0000245,0.10594314336776733,0.089612152,0.028900146
152,0.000377178,0.001006782,0.90022397,0.246063232,0.000024,0.10531044006347656,0.086772916,0.028900146
153,0.000336945,0.001009583,0.9006114602088928,0.247955322,0.0000235,0.10975748300552368,0.090166857,0.030487061
154,0.000251591,0.000628054,0.8960936665534973,0.243377686,0.000023,0.10605382919311523,0.086504252,0.029052734
155,0.000167727,0.000667751,0.8975814580917358,0.241729736,0.0000225,0.10662180185317993,0.086656685,0.02911377
156,0.000250757,0.001141369,0.8973767757415771,0.250335693,0.000022,0.10329222679138184,0.087327142,0.028045654
157,0.000253737,0.000839889,0.9023001194000244,0.2472229,0.0000215,0.10415530204772949,0.088336261,0.029174805
158,0.000167608,0.001009941,0.9010549783706665,0.248352051,0.000021,0.10159403085708618,0.084841595,0.027740479
159,0.000168264,0.001093745,0.8954095840454102,0.246643066,0.0000205,0.099122107,0.083819506,0.02734375
160,0.000210881,0.000927091,0.9000885486602783,0.248931885,0.00002,0.10157889127731323,0.085420749,0.02822876
161,0.000168562,0.000670195,0.8979086875915527,0.24420166,0.0000195,0.10260945558547974,0.087211667,0.028442383
162,0.000335813,0.001215219,0.8970125913619995,0.244628906,0.000019,0.10471612215042114,0.085281245,0.028839111
163,0.000167251,0.000968099,0.9013209342956543,0.248504639,0.0000185,0.10083556175231934,0.082994349,0.027374268
164,0.000209689,0.001137495,0.8982506990432739,0.248413086,0.000018,0.097670257,0.081312031,0.026763916
165,0.00025183,0.000965118,0.90142107,0.246551514,0.0000175,0.096655071,0.081529375,0.026550293
166,0.00037688,0.000548363,0.9043046236038208,0.250427246,0.000017,0.098683476,0.082378525,0.027038574
167,0.000125468,0.000960112,0.8993418216705322,0.242553711,0.0000165,0.093679488,0.079209688,0.025421143
168,0.000292718,0.000675976,0.8978784084320068,0.249755859,0.000016,0.096690357,0.080142962,0.02633667
169,0.000168681,0.000628412,0.8984041213989258,0.244415283,0.0000155,0.095438004,0.082472767,0.026489258
170,0.000168383,0.00067234,0.8983164429664612,0.246368408,0.000015,0.087902308,0.075625769,0.024291992
171,0.000292599,0.00096339,0.8956599831581116,0.243804932,0.0000145,0.093767703,0.07933891,0.025512695
172,0.000295281,0.000548303,0.9010928273200989,0.249511719,0.000014,0.094518602,0.080015842,0.026367188
173,0.00042063,0.000837147,0.9003154039382935,0.244537354,0.0000135,0.08805871,0.077275946,0.024475098
174,0.000418484,0.000463486,0.8948533535003662,0.247070313,0.000013,0.090847611,0.075944798,0.024902344
175,0.000209808,0.000630498,0.8946195840835571,0.245544434,0.0000125,0.086625636,0.076110582,0.023773193
176,8.39829E-05,0.000796914,0.9035510420799255,0.246734619,0.000012,0.093059599,0.077230793,0.025512695
177,0.000293911,0.000709295,0.8980913162231445,0.241760254,0.0000115,0.093579054,0.078215049,0.025787354
178,0.000548601,0.000422537,0.8949565887451172,0.24887085,0.000011,0.082892418,0.072415859,0.023345947
179,0.000126123,0.000715017,0.9050266742706299,0.24887085,0.0000105,0.090211391,0.078935012,0.024841309
180,0.000251949,0.000756025,0.8981915712356567,0.24609375,0.00001,0.087762356,0.074176416,0.024169922
181,0.000126779,0.000503182,0.8997645378112793,0.245269775,0.0000095,0.085557401,0.073331342,0.023864746
182,0.000336647,0.000545502,0.9026519060134888,0.246582031,0.000009,0.085730135,0.075779264,0.023803711
183,0.000167608,0.00045836,0.899669349,0.241149902,0.0000085,0.086775899,0.072815728,0.023712158
184,8.40425E-05,0.000927687,0.9011268019676208,0.249603271,0.000008,0.086636126,0.073335521,0.023742676
185,0.000421524,0.00037688,0.8996399641036987,0.244293213,0.0000075,0.08037591,0.068978173,0.022491455
186,0.000252426,0.000420034,0.901997983,0.246917725,0.000007,0.08211112,0.072912668,0.022735596
187,0.000335693,0.000461757,0.904650092,0.247314453,0.0000065,0.075649083,0.066686728,0.020874023
188,0.000168681,0.000418007,0.8991634845733643,0.243041992,0.000006,0.082440019,0.072854068,0.022888184
189,0.000126421,0.000293732,0.8994631767272949,0.245666504,0.0000055,0.077391505,0.066784166,0.02142334
190,0.000293612,0.000502646,0.897683859,0.244018555,0.000005,0.081783593,0.069094843,0.022491455
191,5.960464477539063e-8,0.000588775,0.9011123180389404,0.247650146,0.0000045,0.080342472,0.069244408,0.022338867
192,0.000295997,0.000502467,0.8941798806190491,0.242767334,0.000004,0.078424871,0.067458591,0.022033691
193,0.000167549,0.000377059,0.9029322862625122,0.245544434,0.0000035,0.08835429,0.074346792,0.024108887
194,0.0001266,0.00062865,0.8988435864448547,0.244781494,0.000003,0.078347147,0.069911577,0.021789551
195,0.000125885,0.000463367,0.8977738618850708,0.247711182,0.0000025,0.082567811,0.069547256,0.022583008
196,0.000251412,0.000461221,0.8934977650642395,0.243560791,0.000002,0.078288257,0.068969944,0.021453857
197,4.19617E-05,0.000628769,0.896520734,0.244232178,0.0000015,0.077447474,0.066286124,0.021179199
198,0.000294209,0.00075227,0.8988573551177979,0.243011475,0.000001,0.085822523,0.073987205,0.023712158
199,0.000250876,0.000718892,0.8993531465530396,0.250854492,5.000000000000001e-7,0.073123872,0.064970277,0.019927979
200,0.000253975,0.000251472,0.8970588445663452,0.244049072,0,0.08275032,0.074370483,0.023284912
